date,next_date,daily_return,cumulative_value,objective,positions,cumulative_return
2025-01-02,2025-01-03,-0.004631790262791967,0.9953682097372081,0.10878478840150663,"{'HO2503-C-1950.CFE': 0.06895046322879002, 'HO2503-C-2000.CFE': 0.05248888481560684, 'HO2503-C-2050.CFE': 0.040419876256334024, 'HO2503-C-2100.CFE': 0.010284426530575916, 'HO2501-P-2950.CFE': 0.0024534884374032284, 'HO2501-P-3000.CFE': 0.015349200468742476, 'HO2501-P-3050.CFE': 0.03239156931913513, 'HO2501-P-3100.CFE': 0.05388760072084676, 'HO2503-P-3200.CFE': 0.039225116415480696, 'IO2503-C-2800.CFE': 0.07806637671341202, 'IO2503-C-2900.CFE': 0.055984727938139835, 'IO2503-C-3000.CFE': 0.03269359987463866, 'IO2503-C-3100.CFE': 0.012547767709741286, 'IO2503-C-3200.CFE': 0.0011632085736229996, 'IO2501-P-4400.CFE': 0.005871652968296043, 'IO2501-P-4450.CFE': 0.014975464787044302, 'IO2501-P-4500.CFE': 0.02576797637574224, 'IO2501-P-4550.CFE': 0.031340881189442574, 'IO2501-P-4600.CFE': 0.04507957642581399, 'IO2503-P-4600.CFE': 0.0008353870150890582, 'IO2503-P-4700.CFE': 0.02345998630443834, 'MO2503-C-4000.CFE': 0.05546422401830921, 'MO2503-C-4100.CFE': 0.04833157051837309, 'MO2503-C-4200.CFE': 0.03729010071781126, 'MO2503-C-4300.CFE': 0.02708530838472104, 'MO2503-C-4400.CFE': 0.01758258357995996, 'MO2503-C-4500.CFE': 0.008768331783844039, 'MO2503-C-4600.CFE': 0.00021989034370117823, 'MO2501-P-6800.CFE': 0.0006071760032462279, 'MO2501-P-6900.CFE': 0.009794525441729606, 'MO2501-P-7000.CFE': 0.016677491623731708, 'MO2501-P-7100.CFE': 0.023506000852034546, 'MO2501-P-7200.CFE': 0.031321448877895515, 'MO2501-P-7300.CFE': 0.03700890747599452, 'MO2502-P-7100.CFE': 0.006705324330523766, 'MO2502-P-7200.CFE': 0.015978587555020497, 'MO2503-P-7200.CFE': 0.0009659235139403401, 'MO2503-P-7400.CFE': 0.01945537226029218}",-0.004631790262791924
2025-01-03,2025-01-06,0.002411842345792326,0.9977688809351078,0.12961577969878757,"{'HO2503-C-2150.CFE': 0.027154273592380228, 'HO2503-C-2250.CFE': 0.000492061536381458, 'HO2501-P-3050.CFE': 0.012954242543497122, 'HO2501-P-3100.CFE': 0.021081701238264222, 'HO2503-P-3200.CFE': 0.02385390189056155, 'IO2503-C-2800.CFE': 0.09167600614526632, 'IO2503-C-2900.CFE': 0.06484811593519606, 'IO2503-C-3000.CFE': 0.04261253804936302, 'IO2503-C-3100.CFE': 0.02733144065082356, 'IO2503-C-3200.CFE': 0.011845027126334466, 'IO2501-P-4350.CFE': 0.0006832469474269327, 'IO2501-P-4400.CFE': 0.008294476421256514, 'IO2501-P-4450.CFE': 0.017457220607549402, 'IO2501-P-4500.CFE': 0.016540472035350976, 'IO2501-P-4550.CFE': 0.027752665945459474, 'IO2501-P-4600.CFE': 0.03368496681277399, 'IO2502-P-4450.CFE': 1.8712360292357031e-06, 'IO2503-P-4600.CFE': 0.013590792448943166, 'IO2503-P-4700.CFE': 0.030264529310762574, 'MO2503-C-3900.CFE': 0.06775673186226125, 'MO2503-C-4000.CFE': 0.061163389440216515, 'MO2503-C-4100.CFE': 0.05053023777137598, 'MO2503-C-4200.CFE': 0.038562067756750244, 'MO2503-C-4300.CFE': 0.026387874112658256, 'MO2503-C-4400.CFE': 0.015464171161451093, 'MO2503-C-4500.CFE': 0.0059364460183271486, 'MO2501-P-6800.CFE': 0.0010268517481410672, 'MO2501-P-6900.CFE': 0.009204551667587855, 'MO2501-P-7000.CFE': 0.015812282284768758, 'MO2501-P-7100.CFE': 0.02379552701383669, 'MO2501-P-7200.CFE': 0.029900919838729577, 'MO2501-P-7300.CFE': 0.03974513700492088, 'MO2502-P-6900.CFE': 0.0028985719123077592, 'MO2502-P-7000.CFE': 0.01351019935306419, 'MO2502-P-7100.CFE': 0.02560417326905912, 'MO2502-P-7200.CFE': 0.03428129957555047, 'MO2503-P-7200.CFE': 0.022436457114910463, 'MO2503-P-7400.CFE': 0.04386355967229249}",-0.002231119064892151
2025-01-06,2025-01-07,-0.0035459832735313503,0.9942308091724619,0.13931033712753393,"{'HO2503-C-2000.CFE': 0.05541957055764159, 'HO2503-C-2200.CFE': 4.07711837035522e-08, 'HO2501-P-2950.CFE': 0.00879756681054235, 'HO2501-P-3050.CFE': 0.021305289968207058, 'HO2501-P-3100.CFE': 0.04033229574085876, 'HO2503-P-3200.CFE': 0.05307753963998255, 'IO2503-C-2800.CFE': 0.07277598318307713, 'IO2503-C-2900.CFE': 0.048901482355341204, 'IO2503-C-3000.CFE': 0.030313778593492782, 'IO2503-C-3100.CFE': 0.011784169843798863, 'IO2501-P-4250.CFE': 3.720733433087116e-06, 'IO2501-P-4400.CFE': 0.023585612461678774, 'IO2502-P-4450.CFE': 0.008040199992535463, 'IO2503-P-4500.CFE': 0.00634310802417325, 'IO2503-P-4600.CFE': 0.03330410632452232, 'IO2503-P-4700.CFE': 0.0580191888038805, 'MO2503-C-3900.CFE': 0.0719559106233869, 'MO2503-C-4000.CFE': 0.06247118924352919, 'MO2503-C-4100.CFE': 0.04913485550303665, 'MO2503-C-4200.CFE': 0.03506279917760384, 'MO2503-C-4300.CFE': 0.020845146932914206, 'MO2503-C-4400.CFE': 0.008962543144486818, 'MO2501-P-6600.CFE': 0.00050358326514169, 'MO2501-P-6700.CFE': 0.011440069856975666, 'MO2501-P-7100.CFE': 0.037591130822813165, 'MO2501-P-7300.CFE': 0.05310118561669314, 'MO2502-P-6800.CFE': 6.042551635419575e-07, 'MO2502-P-6900.CFE': 0.010256451436834329, 'MO2502-P-7000.CFE': 0.021145676788106877, 'MO2502-P-7100.CFE': 0.0329238117420716, 'MO2502-P-7200.CFE': 0.04086213934634534, 'MO2503-P-7200.CFE': 0.02480387005591395, 'MO2503-P-7400.CFE': 0.046935376520659856}",-0.005769190827538129
2025-01-07,2025-01-08,-0.0017438853726128958,0.9924969846073449,0.13146689630779057,"{'HO2503-C-1950.CFE': 0.07562065599042347, 'HO2503-C-2050.CFE': 0.046396153642276214, 'HO2503-C-2200.CFE': 0.006099475234226044, 'HO2501-P-2950.CFE': 1.1316120618694284e-08, 'HO2501-P-3000.CFE': 0.0029134127968596644, 'HO2501-P-3050.CFE': 0.019473907946146302, 'HO2501-P-3100.CFE': 0.0407517844834223, 'HO2503-P-3100.CFE': 0.01680659492864361, 'HO2503-P-3200.CFE': 0.046429111585704244, 'IO2501-C-3350.CFE': 4.130705731718632e-08, 'IO2501-C-3450.CFE': 1.7653868009646312e-07, 'IO2503-C-2800.CFE': 0.09733059929534756, 'IO2503-C-3000.CFE': 0.04359730431829731, 'IO2503-C-3100.CFE': 0.026557408815192043, 'IO2503-C-3200.CFE': 0.00793884900329893, 'IO2501-P-4350.CFE': 0.006434998252729006, 'IO2501-P-4400.CFE': 0.009733946483877296, 'IO2501-P-4500.CFE': 0.017830845758904503, 'IO2501-P-4600.CFE': 0.027952298400767846, 'IO2502-P-4450.CFE': 0.0013162631983015662, 'IO2503-P-4600.CFE': 0.019473165285902216, 'IO2503-P-4700.CFE': 0.0358727916962853, 'MO2503-C-3900.CFE': 0.06981310498249414, 'MO2503-C-4000.CFE': 0.052303831935286274, 'MO2503-C-4100.CFE': 0.04306882799220819, 'MO2503-C-4200.CFE': 0.028421387419315717, 'MO2503-C-4300.CFE': 0.017784836122904043, 'MO2503-C-4400.CFE': 0.0060920545951112445, 'MO2501-P-6800.CFE': 0.007628905161341156, 'MO2501-P-6900.CFE': 0.011438871481130469, 'MO2501-P-7000.CFE': 0.015791272992550058, 'MO2501-P-7100.CFE': 0.020680713073301812, 'MO2501-P-7300.CFE': 0.03744884459767394, 'MO2502-P-6900.CFE': 0.004632317674018472, 'MO2502-P-7000.CFE': 0.01511548721598518, 'MO2502-P-7100.CFE': 0.024546413756123844, 'MO2502-P-7200.CFE': 0.031591896806677906, 'MO2503-P-7200.CFE': 0.021285209832325874, 'MO2503-P-7400.CFE': 0.04382622586277982}",-0.007503015392655077
2025-01-08,2025-01-09,-0.00359333914985925,0.988930606336438,0.17051227791679716,"{'HO2503-C-2000.CFE': 0.035771639934736144, 'HO2503-C-2050.CFE': 0.020960807027106915, 'HO2502-P-2950.CFE': 0.007013355019587432, 'HO2502-P-3000.CFE': 0.01721670029952233, 'HO2503-P-2950.CFE': 2.7739812616930167e-06, 'IO2503-C-2900.CFE': 0.07122264704057449, 'IO2503-C-3000.CFE': 0.04364344204124533, 'IO2503-C-3100.CFE': 0.029330981511979326, 'IO2503-C-3200.CFE': 0.010264599846867962, 'IO2502-P-4350.CFE': 0.0013344660489647397, 'IO2502-P-4400.CFE': 0.00943058870592198, 'IO2502-P-4450.CFE': 0.025622479539674746, 'IO2503-P-4400.CFE': 0.001670091201737556, 'IO2503-P-4500.CFE': 0.023589687887842076, 'IO2503-P-4600.CFE': 0.05098719405831958, 'IO2503-P-4700.CFE': 0.07240651055600653, 'MO2503-C-3900.CFE': 0.08184395419104085, 'MO2503-C-4000.CFE': 0.06585471817744767, 'MO2503-C-4100.CFE': 0.053386290461750266, 'MO2503-C-4200.CFE': 0.04050689347468356, 'MO2503-C-4300.CFE': 0.026527312874497635, 'MO2503-C-4400.CFE': 0.015880996185475147, 'MO2503-C-4500.CFE': 0.005211241200809382, 'MO2502-P-6700.CFE': 0.0019866364218139, 'MO2502-P-6800.CFE': 0.013846050515706466, 'MO2502-P-6900.CFE': 0.023687212252028605, 'MO2502-P-7000.CFE': 0.03387125382757264, 'MO2502-P-7100.CFE': 0.043597949069949495, 'MO2502-P-7200.CFE': 0.05132289594271336, 'MO2503-P-6900.CFE': 0.004459529487147733, 'MO2503-P-7000.CFE': 0.011044862214567415, 'MO2503-P-7200.CFE': 0.04211369412174215, 'MO2503-P-7400.CFE': 0.06439054406417888}",-0.011069393663561966
2025-01-09,2025-01-10,0.003974789246828875,0.9928613970763641,0.1398410967882257,"{'HO2503-C-2000.CFE': 0.03996150126644002, 'HO2503-C-2050.CFE': 0.026557308072410708, 'HO2503-C-2150.CFE': 0.00018488305084532917, 'HO2502-P-2950.CFE': 0.013687669221367181, 'HO2502-P-3000.CFE': 0.027197044974352706, 'IO2503-C-2800.CFE': 0.09843207377720033, 'IO2503-C-2900.CFE': 0.062113197378558735, 'IO2503-C-3000.CFE': 0.040661027441978574, 'IO2503-C-3100.CFE': 0.015079449138703644, 'IO2503-C-3200.CFE': 0.0027206099872746307, 'IO2502-P-4300.CFE': 0.00021600468600382222, 'IO2502-P-4350.CFE': 0.012907350194376234, 'IO2502-P-4400.CFE': 0.019073599825558542, 'IO2502-P-4450.CFE': 0.03378472994469622, 'IO2503-P-4400.CFE': 2.1485726643905788e-08, 'IO2503-P-4500.CFE': 0.02135953847909012, 'IO2503-P-4600.CFE': 0.04953767628826403, 'IO2503-P-4700.CFE': 0.07166087908465958, 'MO2503-C-3900.CFE': 0.08430815842043136, 'MO2503-C-4000.CFE': 0.07020101173040863, 'MO2503-C-4200.CFE': 0.03855720802442623, 'MO2503-C-4300.CFE': 0.023725766024608224, 'MO2503-C-4400.CFE': 0.013845643424611845, 'MO2502-P-6800.CFE': 0.007329588335819419, 'MO2502-P-6900.CFE': 0.019547651194663812, 'MO2502-P-7000.CFE': 0.02728787176580648, 'MO2502-P-7100.CFE': 0.03917644663192372, 'MO2502-P-7200.CFE': 0.046562504737550955, 'MO2503-P-7000.CFE': 0.0010484755106619978, 'MO2503-P-7200.CFE': 0.035417484339734705, 'MO2503-P-7400.CFE': 0.0578576251030446}",-0.007138602923635884
2025-01-10,2025-01-13,0.004599990405636917,0.9974285499770426,0.13601007668192105,"{'HO2503-C-1950.CFE': 0.055772490596585594, 'HO2503-C-2000.CFE': 0.035906231388603715, 'HO2503-C-2100.CFE': 0.008462434281230072, 'HO2502-P-2950.CFE': 0.006108792517101217, 'HO2502-P-3000.CFE': 0.017218077466799073, 'HO2503-P-3200.CFE': 0.067254517606891, 'IO2503-C-2800.CFE': 0.09215312086192333, 'IO2503-C-2900.CFE': 0.0626787859006369, 'IO2503-C-3000.CFE': 0.04442645542857094, 'IO2503-C-3200.CFE': 0.005724362250346615, 'IO2502-P-4300.CFE': 1.0740566575968578e-08, 'IO2502-P-4350.CFE': 0.014741558824969326, 'IO2502-P-4400.CFE': 0.020927097622551315, 'IO2502-P-4450.CFE': 0.03807474687394943, 'IO2503-P-4500.CFE': 0.014701107563744284, 'IO2503-P-4600.CFE': 0.04566109962906205, 'IO2503-P-4700.CFE': 0.06611482082343102, 'MO2503-C-3900.CFE': 0.0674934989842795, 'MO2503-C-4000.CFE': 0.053509709636886636, 'MO2503-C-4100.CFE': 0.03818776489329723, 'MO2503-C-4200.CFE': 0.022446824119021335, 'MO2503-C-4300.CFE': 0.011729162321576614, 'MO2503-C-4400.CFE': 2.8835199706781674e-06, 'MO2502-P-6700.CFE': 0.0030687831041958423, 'MO2502-P-6800.CFE': 0.014975046751712311, 'MO2502-P-6900.CFE': 0.024803646451414363, 'MO2502-P-7000.CFE': 0.03481212470720623, 'MO2503-P-6900.CFE': 0.004518610981336769, 'MO2503-P-7000.CFE': 0.00907426655959094, 'MO2503-P-7200.CFE': 0.047352176345952006, 'MO2503-P-7400.CFE': 0.07209979118321463}",-0.0025714500229574444
2025-01-13,2025-01-14,-0.005272540475441026,0.9921695675759281,0.16270254983828863,"{'HO2503-C-1950.CFE': 0.06106427094538055, 'HO2503-C-2050.CFE': 0.022279137322959035, 'HO2502-P-2850.CFE': 1.5974538772774692e-07, 'HO2502-P-2900.CFE': 0.009051701763961126, 'HO2502-P-2950.CFE': 0.029476385209549923, 'HO2503-P-2950.CFE': 0.010250661346143266, 'IO2503-C-2800.CFE': 0.09952302635356315, 'IO2503-C-3000.CFE': 0.041895101845725535, 'IO2503-C-3100.CFE': 0.016552912264663756, 'IO2503-C-3200.CFE': 0.00300164807852762, 'IO2502-P-4300.CFE': 0.004889587591224332, 'IO2502-P-4350.CFE': 0.017842548874367415, 'IO2502-P-4400.CFE': 0.02522563923714929, 'IO2502-P-4450.CFE': 0.04491749046938969, 'IO2503-P-4400.CFE': 0.001912193581276292, 'IO2503-P-4500.CFE': 0.025610756055788546, 'IO2503-P-4600.CFE': 0.06119988823792629, 'MO2503-C-3900.CFE': 0.08023548201012506, 'MO2503-C-4000.CFE': 0.06576255434089003, 'MO2503-C-4100.CFE': 0.04804063593332127, 'MO2503-C-4200.CFE': 0.03340037412464599, 'MO2503-C-4300.CFE': 0.01801859476667193, 'MO2503-C-4400.CFE': 0.004435089937930456, 'MO2502-P-6700.CFE': 0.009179620935374097, 'MO2502-P-6800.CFE': 0.02153428898754189, 'MO2502-P-6900.CFE': 0.031384503785609745, 'MO2502-P-7000.CFE': 0.04330898369583544, 'MO2503-P-6800.CFE': 9.77281640150967e-08, 'MO2503-P-6900.CFE': 0.009719042821686646, 'MO2503-P-7000.CFE': 0.01637449744581388, 'MO2503-P-7200.CFE': 0.05787847915816358, 'MO2503-P-7400.CFE': 0.08603463840268129}",-0.007830432424071887
2025-01-14,2025-01-15,-0.0014522912641107082,0.9907286483804211,0.16033544877231903,"{'HO2503-C-2000.CFE': 0.06128545321343696, 'HO2503-C-2100.CFE': 0.0137487056828643, 'HO2503-P-3100.CFE': 0.019013118458899744, 'HO2503-P-3200.CFE': 0.06859174378191586, 'IO2503-C-2800.CFE': 0.08512239861347956, 'IO2503-C-2900.CFE': 0.0701238727925707, 'IO2503-C-3000.CFE': 0.04147993395129393, 'IO2503-C-3100.CFE': 0.013573457133243816, 'IO2503-C-3200.CFE': 2.0963314337630722e-08, 'IO2502-P-4350.CFE': 1.8685760956706286e-08, 'IO2502-P-4400.CFE': 0.009592079660836653, 'IO2502-P-4450.CFE': 0.03178438041489023, 'IO2503-P-4500.CFE': 0.009747877323533853, 'IO2503-P-4600.CFE': 0.04775331730998261, 'IO2503-P-4700.CFE': 0.0743184709023816, 'MO2503-C-3900.CFE': 0.076852027780487, 'MO2503-C-4000.CFE': 0.05995750887726144, 'MO2503-C-4100.CFE': 0.050497276667383593, 'MO2503-C-4200.CFE': 0.029480576717697764, 'MO2503-C-4300.CFE': 0.018573588961337845, 'MO2503-C-4400.CFE': 0.00475544865036418, 'MO2502-P-6900.CFE': 0.010526330180457937, 'MO2502-P-7000.CFE': 0.02399039090048482, 'MO2502-P-7100.CFE': 0.03614103746510817, 'MO2502-P-7200.CFE': 0.04896837185860607, 'MO2503-P-7000.CFE': 1.5528343661261183e-05, 'MO2503-P-7200.CFE': 0.03304459065415043, 'MO2503-P-7400.CFE': 0.06106247300660915}",-0.009271351619578927
2025-01-15,2025-01-16,0.000454111011462268,0.9911785491690217,0.20466489699187843,"{'HO2503-C-2050.CFE': 0.08113722221547183, 'HO2503-C-2150.CFE': 0.03782101767321459, 'HO2503-C-2200.CFE': 0.022969276852439376, 'HO2502-P-3000.CFE': 0.01884768118980963, 'HO2503-P-3000.CFE': 0.003711123757831515, 'HO2503-P-3100.CFE': 0.03528463374621336, 'HO2503-P-3200.CFE': 0.08008716969643717, 'IO2502-C-3350.CFE': 0.005086812763169016, 'IO2503-C-3100.CFE': 0.05547304937618704, 'IO2503-C-3300.CFE': 0.013436222216345139, 'IO2502-P-4400.CFE': 0.0042972060320260715, 'IO2502-P-4450.CFE': 0.018663602653489576, 'IO2503-P-4500.CFE': 0.010344144393711402, 'IO2503-P-4600.CFE': 0.038216046768693036, 'IO2503-P-4700.CFE': 0.05996113826012901, 'MO2503-C-3900.CFE': 0.07602220671492246, 'MO2503-C-4000.CFE': 0.06492685743217118, 'MO2503-C-4100.CFE': 0.05373752213217202, 'MO2503-C-4200.CFE': 0.04207648266189061, 'MO2503-C-4400.CFE': 0.02070934733958405, 'MO2503-C-4500.CFE': 0.012649381046855791, 'MO2503-C-4600.CFE': 0.004599258925759686, 'MO2502-P-6800.CFE': 0.006077426487647402, 'MO2502-P-6900.CFE': 0.015924581993090978, 'MO2502-P-7000.CFE': 0.02430800451995819, 'MO2502-P-7100.CFE': 0.033766371635696166, 'MO2502-P-7200.CFE': 0.04140268972993523, 'MO2503-P-6800.CFE': 4.4150652878848846e-08, 'MO2503-P-6900.CFE': 0.008261165227805015, 'MO2503-P-7000.CFE': 0.014211033939556101, 'MO2503-P-7200.CFE': 0.03836349963125591, 'MO2503-P-7400.CFE': 0.057627767871934674}",-0.008821450830978295
