symbol,moneyness_bucket,tenor_bucket,c_j,phi_j,se_phi,t_stat_phi,p_value_phi,r2,n_obs,underlying,index
HO2312-C-3200.CFE,DCW,LT,0.3460607924772175,0.6624771989245709,0.14707760184400942,4.504269791039934,0.00012439152008694344,0.4383047596123685,28.0,SSE 50,000016.SH
HO2312-C-3200.CFE,DCW,MT,0.6623488190442306,0.42167020978671643,0.230728728784624,1.8275583279459258,0.08757576244915262,0.18211423157486895,17.0,SSE 50,000016.SH
HO2312-P-2200.CFE,DPW,LT,0.40226606873139964,0.3408171330000214,0.18302870952037745,1.8620965743195421,0.0822961883548316,0.1877580474989875,17.0,SSE 50,000016.SH
HO2312-P-2200.CFE,PW,MT,0.5542580867879081,0.24919910061341777,0.23165996330302974,1.0757106970937633,0.2955272652131558,0.057406592831740766,21.0,SSE 50,000016.SH
HO2312-P-2225.CFE,PW,MT,0.239946374443358,-0.07431837077220803,0.2643840091653179,-0.28110009756958165,0.7830578859792929,0.006041529210758734,15.0,SSE 50,000016.SH
HO2312-P-2250.CFE,PW,LT,0.004809552732779512,0.17031230772242364,0.21004034572118452,0.8108552056398851,0.4261342579096242,0.029018495685680823,24.0,SSE 50,000016.SH
HO2312-P-2250.CFE,PW,MT,-0.16304732006733227,-0.3486051571158478,0.2030923358714845,-1.7164860289776904,0.0989546885757791,0.10934048949389197,26.0,SSE 50,000016.SH
HO2312-P-2250.CFE,PW,ST,-0.8440866693551831,0.13971047655710658,0.26308052847833646,0.5310559369984356,0.6082341525706298,0.030383515206613088,11.0,SSE 50,000016.SH
HO2312-P-2275.CFE,PW,MT,-0.19580984531464463,0.09190684160554967,0.17275744491077116,0.5319993106694727,0.6008925641927876,0.014677328479072216,21.0,SSE 50,000016.SH
HO2312-P-2275.CFE,PW,ST,-0.6815215268486732,0.2837963741251256,0.3106716377831167,0.9134930248227132,0.38247976665316685,0.07701987678370792,12.0,SSE 50,000016.SH
HO2312-P-2300.CFE,ATM,ST,-0.3061982122057471,0.2203463279066678,0.19818614267111245,1.111815008541389,0.2863566823341278,0.08683064753626768,15.0,SSE 50,000016.SH
HO2312-P-2300.CFE,PW,LT,-0.00711784962353517,0.036703253773514674,0.08923937806395645,0.41128988760107715,0.684230547960407,0.006464073577625351,28.0,SSE 50,000016.SH
HO2312-P-2300.CFE,PW,MT,-0.10767361263784354,0.8830401277488408,0.2913139219389032,3.0312321562648807,0.006351285200857579,0.30436783690789726,23.0,SSE 50,000016.SH
HO2312-P-2325.CFE,ATM,MT,-0.2305593664021579,0.12003696238415264,0.33791698471120524,0.35522618813239026,0.7306028351575122,0.013826767243976246,11.0,SSE 50,000016.SH
HO2312-P-2325.CFE,ATM,ST,-0.23769023541209597,0.1530996515852926,0.27259537178183507,0.5616370174759316,0.5816928270583747,0.01821704846818839,19.0,SSE 50,000016.SH
HO2312-P-2325.CFE,PW,MT,-0.08079074854709775,0.21021323758517846,0.165950069978616,1.266725814651757,0.22928804743371,0.11794503058007222,14.0,SSE 50,000016.SH
HO2312-P-2350.CFE,ATM,MT,0.009030265279554344,0.37120283133307164,0.2333403745420051,1.590821271550882,0.14611332503947366,0.2194758006462515,11.0,SSE 50,000016.SH
HO2312-P-2350.CFE,ATM,ST,0.028007440091466638,0.5825846099968415,0.22910502187232606,2.542871409957569,0.019856924577234838,0.253912883556222,21.0,SSE 50,000016.SH
HO2312-P-2350.CFE,PW,LT,-0.21854811612389394,0.5733299559677485,0.14215169034838357,4.033226439746433,0.0004286819298967095,0.38486166582886416,28.0,SSE 50,000016.SH
HO2312-P-2350.CFE,PW,MT,-0.11590124744718758,0.5710877273535909,0.17625149629580367,3.2401865479492544,0.004812572023770194,0.3817914047425812,19.0,SSE 50,000016.SH
HO2312-P-2375.CFE,ATM,MT,0.019681439337838565,0.09782333291991813,0.35999262761719636,0.27173704519288117,0.7913517746122881,0.007329976874846045,12.0,SSE 50,000016.SH
HO2312-P-2375.CFE,ATM,ST,0.18219040896921074,0.6178110354409725,0.2016581423357713,3.063655294474968,0.00639196421973076,0.33065557430066017,21.0,SSE 50,000016.SH
HO2312-P-2375.CFE,PW,MT,-0.19517906096337254,0.39609258635248634,0.20421510974319582,1.9395851112612574,0.07849689549464388,0.2548430327424698,13.0,SSE 50,000016.SH
HO2312-P-2400.CFE,ATM,MT,0.14181691790299547,0.12804404434900996,0.16288941807162866,0.7860795738904546,0.4449227742644212,0.04227147570500078,16.0,SSE 50,000016.SH
HO2312-P-2400.CFE,ATM,ST,0.5025650496679082,0.4505019572192282,0.19432998527719333,2.3182318291056823,0.030609089162799422,0.20376728223995033,23.0,SSE 50,000016.SH
HO2312-P-2400.CFE,PW,LT,-0.17819460540446203,0.3982181339041015,0.1968135012380021,2.023327319514251,0.05595272608679245,0.16314168134329943,23.0,SSE 50,000016.SH
HO2312-P-2400.CFE,PW,MT,-0.13385663491060867,0.5062890835189052,0.29728577803835204,1.7030383587794442,0.11938537464452921,0.22482661153365435,12.0,SSE 50,000016.SH
HO2312-P-2425.CFE,ATM,MT,0.13455542601128134,0.42906696440448516,0.20875106686139644,2.055400103365081,0.05313337785223893,0.17439534397382483,22.0,SSE 50,000016.SH
HO2312-P-2425.CFE,ATM,ST,0.593663397725215,0.270303738106459,0.217171666987244,1.2446547095958693,0.2276470083879639,0.07188980738867323,22.0,SSE 50,000016.SH
HO2312-P-2450.CFE,ATM,LT,0.028290069556740467,0.15440896088475342,0.19373881021305206,0.7969955050046601,0.4371214761196814,0.03818419766096737,18.0,SSE 50,000016.SH
HO2312-P-2450.CFE,ATM,MT,0.15602335143178755,0.42933633743968713,0.1678042854861546,2.558554069080145,0.016206324898243953,0.1894911489026867,30.0,SSE 50,000016.SH
HO2312-P-2450.CFE,ATM,ST,0.7324323188402333,0.14589760881232977,0.2223976356663611,0.6560214022742762,0.5192869521698239,0.021064924665640583,22.0,SSE 50,000016.SH
HO2312-P-2475.CFE,ATM,MT,0.2934742776269053,0.17308013271765127,0.1959698629861842,0.8831977023418818,0.385543869887261,0.030257448648159824,27.0,SSE 50,000016.SH
HO2312-P-2475.CFE,ATM,ST,0.26982042596333056,0.1465785821383665,0.24451688698538054,0.5994620001322457,0.5563359709861407,0.01957338347006654,20.0,SSE 50,000016.SH
HO2312-P-2500.CFE,ATM,LT,0.36982749109816626,0.14729602588817023,0.2125908722538837,0.6928614776661907,0.495646221030761,0.021354795793097958,24.0,SSE 50,000016.SH
HO2312-P-2500.CFE,ATM,MT,0.5592813519829257,-0.08483205085796135,0.1805228647787605,-0.46992413377622344,0.6421826834149,0.008112489667673084,29.0,SSE 50,000016.SH
HO2312-P-2500.CFE,ATM,ST,0.44204239647860427,0.12375936598459064,0.31772063321090915,0.3895225964202229,0.7027506667592156,0.010721507274355835,16.0,SSE 50,000016.SH
HO2312-P-2550.CFE,ATM,MT,0.40829255074753834,-0.07072813745071369,0.22147581790319537,-0.3193492550126993,0.7531381871598536,0.005633854663531612,20.0,SSE 50,000016.SH
HO2312-P-2550.CFE,CW,ST,-1.5668381841609602,0.1430980281126241,0.2908091533300291,0.49206851460492773,0.631549482335798,0.019778534856217722,14.0,SSE 50,000016.SH
HO2312-P-2600.CFE,ATM,LT,0.38972000506888116,0.5994221963644525,0.1660079635830754,3.6108038640235685,0.0014705959398260756,0.36178309225407823,25.0,SSE 50,000016.SH
HO2312-P-2600.CFE,ATM,MT,0.23297341790160844,0.619285108138516,0.1991184792415072,3.110133778128128,0.006364787637762973,0.362649748258421,19.0,SSE 50,000016.SH
HO2312-P-2600.CFE,CW,MT,0.5098057716814318,-0.4827686940827838,0.2943434819515595,-1.6401541861295017,0.13539342604732235,0.23011817094072495,11.0,SSE 50,000016.SH
HO2312-P-2600.CFE,CW,ST,-0.542341960721825,-0.09278545224250674,0.2437049405982837,-0.3807286467591629,0.7087424178841144,0.009571128414662122,17.0,SSE 50,000016.SH
HO2312-P-2650.CFE,CW,MT,-0.0933867018983735,0.7349308272762844,0.14395529365253099,5.105271286863601,0.00016013248261841206,0.650557316634998,16.0,SSE 50,000016.SH
HO2312-P-2650.CFE,CW,ST,-0.6784082987506879,0.27317893054640735,0.33616966996450226,0.812622181457517,0.4399452067044164,0.07625031817977801,10.0,SSE 50,000016.SH
HO2312-P-2700.CFE,ATM,LT,1.0856230141276373,-0.6668223814401484,1.6772174928506238,-0.3975765720799913,0.7002071320341952,0.017259879012850754,11.0,SSE 50,000016.SH
HO2312-P-2700.CFE,CW,LT,0.2720545282302673,0.6378628329278448,0.15704077198525757,4.0617657749907465,0.0011660976054373746,0.5409526202705537,16.0,SSE 50,000016.SH
HO2312-P-2700.CFE,CW,MT,0.6332074133306693,0.04292600793422882,0.19938194481262858,0.2152953617468674,0.8312838002318842,0.001850652447030754,27.0,SSE 50,000016.SH
HO2312-P-2700.CFE,CW,ST,0.4563212925115155,0.1767947612922042,0.3606564777620105,0.4902026504258917,0.637151042265981,0.029161399243749053,10.0,SSE 50,000016.SH
HO2312-P-2750.CFE,CW,MT,-0.17536012370158188,0.6448849688392125,0.16122820216627132,3.9998273265750117,0.0006033978643646518,0.4210315851997223,24.0,SSE 50,000016.SH
HO2312-P-2800.CFE,CW,LT,0.2270765245358135,0.4287009167667957,0.17968985182569502,2.38578257153136,0.025663916556488624,0.19838166442571836,25.0,SSE 50,000016.SH
HO2312-P-2800.CFE,CW,MT,0.1519935473584332,0.7079146105883324,0.22823871393188058,3.1016412526737875,0.005873593674759623,0.33613272096246294,21.0,SSE 50,000016.SH
HO2312-P-2900.CFE,CW,LT,-0.19688173298778927,0.6542838461203064,0.1487602558571907,4.39824361923938,0.00016450270514351833,0.4266124207230382,28.0,SSE 50,000016.SH
HO2312-P-2900.CFE,CW,MT,-1.0058387416351842,-0.13418568800866024,0.2740417590007365,-0.4896541625552024,0.6319619302929361,0.016837445204209933,16.0,SSE 50,000016.SH
HO2312-P-3000.CFE,DCW,LT,-0.11477430968036628,0.6462127574886081,0.10372619550354223,6.22998611249113,1.2035808365456058e-05,0.7080969897531051,18.0,SSE 50,000016.SH
HO2312-P-3000.CFE,DCW,MT,-0.1662213047814279,0.23137743250142026,0.10591362238791661,2.184586149399961,0.04099443062735592,0.1926504269932472,22.0,SSE 50,000016.SH
HO2312-P-3100.CFE,DCW,LT,-0.3647493629507628,0.6112911423921751,0.16081636574284552,3.8011749585839056,0.0009205295704772722,0.38583026683434796,25.0,SSE 50,000016.SH
HO2312-P-3100.CFE,DCW,MT,-0.8248616640956439,0.11699131406320033,0.26492505395145033,0.4416015485067711,0.6643432137257557,0.011341191763296399,19.0,SSE 50,000016.SH
HO2312-P-3200.CFE,DCW,LT,0.3460607924772175,0.6624771989245709,0.14707760184400942,4.504269791039934,0.00012439152008694344,0.4383047596123685,28.0,SSE 50,000016.SH
HO2312-P-3200.CFE,DCW,MT,1.0238374209487298,0.11889847667057428,0.2008831910329962,0.5918786736668501,0.5609094168494224,0.018104111856834693,21.0,SSE 50,000016.SH
HO2401-C-2050.CFE,PW,ST,0.26866508047914606,-0.11377074980931176,0.24548604018267667,-0.4634509959289338,0.6492830783665862,0.013246355190316028,18.0,SSE 50,000016.SH
HO2401-C-2075.CFE,PW,ST,-0.5343707234879281,-0.36543100236280723,0.1986553506368726,-1.839522576116202,0.0815176457714273,0.15117347193122854,21.0,SSE 50,000016.SH
HO2401-C-2100.CFE,PW,ST,0.04187997223363399,0.37410177858652577,0.23149338747447074,1.6160365644473624,0.13205544186205942,0.17873325254912964,14.0,SSE 50,000016.SH
HO2401-C-2125.CFE,PW,ST,-2.023829521925031,-0.4181695799871983,0.40986056608898547,-1.0202727819792472,0.32041538017126137,0.051941460332439626,21.0,SSE 50,000016.SH
HO2401-C-2150.CFE,PW,MT,-0.03848078915073985,0.3645708021805783,0.19205244721026188,1.8982877202363413,0.08419404589374262,0.24675572222378284,13.0,SSE 50,000016.SH
HO2401-C-2150.CFE,PW,ST,-0.23194002844018108,0.7348076689079954,0.31864122499664577,2.3060659176028793,0.039758504330964534,0.3070769393654882,14.0,SSE 50,000016.SH
HO2401-C-2175.CFE,ATM,ST,-0.4901598785739968,0.3869525488265562,0.17910097810756975,2.160527278606758,0.04732048545792004,0.2373351152952563,17.0,SSE 50,000016.SH
HO2401-C-2175.CFE,PW,MT,-0.2013113351667584,0.07707485865597505,0.3536274047418318,0.21795499337005314,0.8304014718733438,0.0031569606453022425,17.0,SSE 50,000016.SH
HO2401-C-2200.CFE,ATM,ST,-0.1590011216893294,0.5066106964740685,0.19396019996835653,2.611931192877297,0.01714287463607147,0.2641985824802824,21.0,SSE 50,000016.SH
HO2401-C-2200.CFE,PW,MT,-0.10088072610631596,-0.017952902350844725,0.22884669580886394,-0.07844947154421338,0.9385074815450279,0.00041011970518889385,17.0,SSE 50,000016.SH
HO2401-C-2225.CFE,ATM,ST,-0.16555162286783145,0.38296755257489123,0.20634781177927491,1.8559322208104734,0.07755215598600187,0.14091049541961476,23.0,SSE 50,000016.SH
HO2401-C-2225.CFE,PW,MT,0.07260676480259376,0.14730525692249546,0.18872384629821534,0.7805333550150755,0.44722024797097665,0.03903025503548874,17.0,SSE 50,000016.SH
HO2401-C-2250.CFE,ATM,ST,0.3465158150791389,0.23370766201561166,0.2120145097101879,1.1023191871871274,0.28279636851973494,0.054697353388634906,23.0,SSE 50,000016.SH
HO2401-C-2250.CFE,PW,MT,0.02341976554197313,0.12001666136689686,0.23609138139719776,0.5083483380741546,0.6212487787106253,0.02295331653784416,13.0,SSE 50,000016.SH
HO2401-C-2275.CFE,ATM,ST,0.5891342070642878,0.4212447287570659,0.1974729529738033,2.1331768346673186,0.04487037432095294,0.1780964555215273,23.0,SSE 50,000016.SH
HO2401-C-2275.CFE,PW,MT,0.05316763824912091,0.02301887040583311,0.24941683850489418,0.0922907633013776,0.9275458968999835,0.0005007835014538831,19.0,SSE 50,000016.SH
HO2401-C-2300.CFE,ATM,MT,0.12668950718757166,0.672224582184878,0.7964598680292634,0.8440156361527801,0.41516974865330963,0.05603697975151034,14.0,SSE 50,000016.SH
HO2401-C-2300.CFE,ATM,ST,0.7417069723688884,0.5257641615007602,0.18508386226422546,2.8406807328786994,0.00979241137724294,0.27759253442416765,23.0,SSE 50,000016.SH
HO2401-C-2300.CFE,PW,MT,0.08958025433545969,0.30480028305365897,0.2975262216493777,1.0244484716807698,0.32976661175381106,0.09498123691314708,12.0,SSE 50,000016.SH
HO2401-C-2325.CFE,ATM,MT,0.0998965367167077,0.15927629112793346,0.22980850697401964,0.6930826592330631,0.4958521881115297,0.02236291629364673,23.0,SSE 50,000016.SH
HO2401-C-2325.CFE,ATM,ST,0.8856790463217922,0.3580838958026044,0.20692129304200924,1.7305318874549371,0.09820519469162212,0.12480820950461302,23.0,SSE 50,000016.SH
HO2401-C-2350.CFE,ATM,MT,0.1653729733967639,0.3873665660307579,0.25737646876916886,1.505058204750537,0.1472024949580153,0.0973643115143874,23.0,SSE 50,000016.SH
HO2401-C-2350.CFE,ATM,ST,1.0397174688446857,0.3287710225436809,0.22659691146449176,1.4509069007994844,0.16158039097719135,0.09111096794215201,23.0,SSE 50,000016.SH
HO2401-C-2375.CFE,ATM,MT,0.30755719639796103,-0.07327645622858092,0.18649620582231863,-0.3929112439874189,0.6980030888185652,0.0066673886617252265,25.0,SSE 50,000016.SH
HO2401-C-2375.CFE,ATM,ST,0.9227453704751686,-0.10935347636895687,0.25843063188312765,-0.4231444065748783,0.6786179385403873,0.0126278681437334,16.0,SSE 50,000016.SH
HO2401-C-2400.CFE,ATM,MT,0.46214047109693734,-0.07072266651239462,0.28163342290583465,-0.2511160280008422,0.8036984488597829,0.002419488015241167,28.0,SSE 50,000016.SH
HO2401-C-2400.CFE,CW,ST,0.22509728140081658,0.5822190848324488,0.39136417932731216,1.487665748646653,0.16068929518870168,0.14547608285829983,15.0,SSE 50,000016.SH
HO2401-C-2425.CFE,ATM,MT,0.24678065834251167,0.12782258021972773,0.22735803300884977,0.5622083307465644,0.5799263238937568,0.01482815948079308,23.0,SSE 50,000016.SH
HO2401-C-2425.CFE,CW,ST,-0.4696598371379759,0.5027160475794167,0.1923455759041233,2.6136085803709928,0.017081536416785417,0.2644482630823395,21.0,SSE 50,000016.SH
HO2401-C-2450.CFE,ATM,MT,0.06342023946386807,0.6559950654257084,0.2103594081620622,3.118448902082505,0.005197204268904207,0.31651134427697103,23.0,SSE 50,000016.SH
HO2401-C-2450.CFE,CW,ST,-0.9818542070252605,0.504852638163422,0.17653199485631527,2.8598364765227786,0.01002407881590523,0.3009222406993586,21.0,SSE 50,000016.SH
HO2401-C-2475.CFE,ATM,MT,0.10156300518747274,-0.06992032230730999,0.21421350559201638,-0.32640482734304255,0.7475090574392959,0.005298778940733606,22.0,SSE 50,000016.SH
HO2401-C-2475.CFE,CW,ST,-1.27888985247433,0.5014051080653377,0.14874717815721022,3.3708545888205346,0.0032090875043084325,0.37423138856622795,21.0,SSE 50,000016.SH
HO2401-C-2500.CFE,ATM,MT,0.020909337263959847,-0.020899132073093123,0.21481137005912163,-0.09729062324466876,0.9235707373387805,0.0005255828047499023,20.0,SSE 50,000016.SH
HO2401-C-2500.CFE,CW,ST,-0.5933065844019728,0.7717293147536544,0.21741792060831236,3.5495202630695637,0.0032039781248721943,0.47366628545881595,16.0,SSE 50,000016.SH
HO2401-C-2550.CFE,CW,MT,-0.20515343124151642,0.05413344334402105,0.2383163497106171,0.22714951538051936,0.8235909786210733,0.0036719600409989006,16.0,SSE 50,000016.SH
HO2401-C-2600.CFE,CW,MT,-0.2735850335113554,-0.022839233018517164,0.3820207372153994,-0.05978532261100643,0.952950975996633,0.00018808487004284835,21.0,SSE 50,000016.SH
HO2401-C-2650.CFE,CW,MT,0.20942869125458632,0.4138728170759223,0.5574386736738967,0.7424544378096722,0.47101539476826854,0.040678096579276235,15.0,SSE 50,000016.SH
HO2401-P-2050.CFE,PW,ST,0.4431133876666491,0.10117189581062351,0.24485312728342723,0.4131942153775844,0.6874045050281244,0.015283644657103856,13.0,SSE 50,000016.SH
HO2401-P-2075.CFE,PW,ST,-0.2644670411389934,0.2088736488176849,0.29025073831069526,0.7196317571261394,0.4828144488367446,0.03337248413222249,17.0,SSE 50,000016.SH
HO2401-P-2100.CFE,PW,ST,0.04187997223363399,0.37410177858652577,0.23149338747447074,1.6160365644473624,0.13205544186205942,0.17873325254912964,14.0,SSE 50,000016.SH
HO2401-P-2125.CFE,PW,ST,-2.023829521925031,-0.4181695799871983,0.40986056608898547,-1.0202727819792472,0.32041538017126137,0.051941460332439626,21.0,SSE 50,000016.SH
HO2401-P-2150.CFE,PW,MT,0.06840942648251405,0.2532955641401377,0.2259576380549677,1.1209869527779346,0.291312190223009,0.12251723855169216,11.0,SSE 50,000016.SH
HO2401-P-2150.CFE,PW,ST,-0.23194002844018108,0.7348076689079954,0.31864122499664577,2.3060659176028793,0.039758504330964534,0.3070769393654882,14.0,SSE 50,000016.SH
HO2401-P-2175.CFE,ATM,ST,-0.4901598785739968,0.3869525488265562,0.17910097810756975,2.160527278606758,0.04732048545792004,0.2373351152952563,17.0,SSE 50,000016.SH
HO2401-P-2175.CFE,PW,MT,-0.2013113351667584,0.07707485865597505,0.3536274047418318,0.21795499337005314,0.8304014718733438,0.0031569606453022425,17.0,SSE 50,000016.SH
HO2401-P-2200.CFE,ATM,ST,-0.1590011216893294,0.5066106964740685,0.19396019996835653,2.611931192877297,0.01714287463607147,0.2641985824802824,21.0,SSE 50,000016.SH
HO2401-P-2200.CFE,PW,MT,-0.10088072610631596,-0.017952902350844725,0.22884669580886394,-0.07844947154421338,0.9385074815450279,0.00041011970518889385,17.0,SSE 50,000016.SH
HO2401-P-2225.CFE,ATM,ST,-0.16555162286783145,0.38296755257489123,0.20634781177927491,1.8559322208104734,0.07755215598600187,0.14091049541961476,23.0,SSE 50,000016.SH
HO2401-P-2225.CFE,PW,MT,0.07260676480259376,0.14730525692249546,0.18872384629821534,0.7805333550150755,0.44722024797097665,0.03903025503548874,17.0,SSE 50,000016.SH
HO2401-P-2250.CFE,ATM,ST,0.3465158150791389,0.23370766201561166,0.2120145097101879,1.1023191871871274,0.28279636851973494,0.054697353388634906,23.0,SSE 50,000016.SH
HO2401-P-2250.CFE,PW,MT,0.02341976554197313,0.12001666136689686,0.23609138139719776,0.5083483380741546,0.6212487787106253,0.02295331653784416,13.0,SSE 50,000016.SH
HO2401-P-2275.CFE,ATM,ST,0.5891342070642878,0.4212447287570659,0.1974729529738033,2.1331768346673186,0.04487037432095294,0.1780964555215273,23.0,SSE 50,000016.SH
HO2401-P-2275.CFE,PW,MT,0.05316763824912091,0.02301887040583311,0.24941683850489418,0.0922907633013776,0.9275458968999835,0.0005007835014538831,19.0,SSE 50,000016.SH
HO2401-P-2300.CFE,ATM,MT,0.12668950718757166,0.672224582184878,0.7964598680292634,0.8440156361527801,0.41516974865330963,0.05603697975151034,14.0,SSE 50,000016.SH
HO2401-P-2300.CFE,ATM,ST,0.7417069723688884,0.5257641615007602,0.18508386226422546,2.8406807328786994,0.00979241137724294,0.27759253442416765,23.0,SSE 50,000016.SH
HO2401-P-2300.CFE,PW,MT,0.08958025433545969,0.30480028305365897,0.2975262216493777,1.0244484716807698,0.32976661175381106,0.09498123691314708,12.0,SSE 50,000016.SH
HO2401-P-2325.CFE,ATM,MT,0.0998965367167077,0.15927629112793346,0.22980850697401964,0.6930826592330631,0.4958521881115297,0.02236291629364673,23.0,SSE 50,000016.SH
HO2401-P-2325.CFE,ATM,ST,0.8856790463217922,0.3580838958026044,0.20692129304200924,1.7305318874549371,0.09820519469162212,0.12480820950461302,23.0,SSE 50,000016.SH
HO2401-P-2350.CFE,ATM,MT,0.1653729733967639,0.3873665660307579,0.25737646876916886,1.505058204750537,0.1472024949580153,0.0973643115143874,23.0,SSE 50,000016.SH
HO2401-P-2350.CFE,ATM,ST,1.0397174688446857,0.3287710225436809,0.22659691146449176,1.4509069007994844,0.16158039097719135,0.09111096794215201,23.0,SSE 50,000016.SH
HO2401-P-2375.CFE,ATM,MT,0.30755719639796103,-0.07327645622858092,0.18649620582231863,-0.3929112439874189,0.6980030888185652,0.0066673886617252265,25.0,SSE 50,000016.SH
HO2401-P-2375.CFE,ATM,ST,0.9227453704751686,-0.10935347636895687,0.25843063188312765,-0.4231444065748783,0.6786179385403873,0.0126278681437334,16.0,SSE 50,000016.SH
HO2401-P-2400.CFE,ATM,MT,0.46214047109693734,-0.07072266651239462,0.28163342290583465,-0.2511160280008422,0.8036984488597829,0.002419488015241167,28.0,SSE 50,000016.SH
HO2401-P-2400.CFE,CW,ST,0.22509728140081658,0.5822190848324488,0.39136417932731216,1.487665748646653,0.16068929518870168,0.14547608285829983,15.0,SSE 50,000016.SH
HO2401-P-2425.CFE,ATM,MT,0.24678065834251167,0.12782258021972773,0.22735803300884977,0.5622083307465644,0.5799263238937568,0.01482815948079308,23.0,SSE 50,000016.SH
HO2401-P-2425.CFE,CW,ST,-0.4696598371379759,0.5027160475794167,0.1923455759041233,2.6136085803709928,0.017081536416785417,0.2644482630823395,21.0,SSE 50,000016.SH
HO2401-P-2450.CFE,ATM,MT,0.06342023946386807,0.6559950654257084,0.2103594081620622,3.118448902082505,0.005197204268904207,0.31651134427697103,23.0,SSE 50,000016.SH
HO2401-P-2450.CFE,CW,ST,-0.9818542070252605,0.504852638163422,0.17653199485631527,2.8598364765227786,0.01002407881590523,0.3009222406993586,21.0,SSE 50,000016.SH
HO2401-P-2475.CFE,ATM,MT,0.10156300518747274,-0.06992032230730999,0.21421350559201638,-0.32640482734304255,0.7475090574392959,0.005298778940733606,22.0,SSE 50,000016.SH
HO2401-P-2475.CFE,CW,ST,-1.27888985247433,0.5014051080653377,0.14874717815721022,3.3708545888205346,0.0032090875043084325,0.37423138856622795,21.0,SSE 50,000016.SH
HO2401-P-2500.CFE,ATM,MT,0.020909337263959847,-0.020899132073093123,0.21481137005912163,-0.09729062324466876,0.9235707373387805,0.0005255828047499023,20.0,SSE 50,000016.SH
HO2401-P-2500.CFE,CW,ST,-0.5933065844019728,0.7717293147536544,0.21741792060831236,3.5495202630695637,0.0032039781248721943,0.47366628545881595,16.0,SSE 50,000016.SH
HO2401-P-2550.CFE,CW,MT,-0.20515343124151642,0.05413344334402105,0.2383163497106171,0.22714951538051936,0.8235909786210733,0.0036719600409989006,16.0,SSE 50,000016.SH
HO2401-P-2600.CFE,CW,MT,-0.2735850335113554,-0.022839233018517164,0.3820207372153994,-0.05978532261100643,0.952950975996633,0.00018808487004284835,21.0,SSE 50,000016.SH
HO2401-P-2600.CFE,CW,ST,-0.7190530236912415,0.22770487177267532,0.3574308609622283,0.6370599090399699,0.5418827138602138,0.04828132232796778,10.0,SSE 50,000016.SH
HO2401-P-2650.CFE,CW,MT,0.20942869125458632,0.4138728170759223,0.5574386736738967,0.7424544378096722,0.47101539476826854,0.040678096579276235,15.0,SSE 50,000016.SH
HO2401-P-2700.CFE,CW,MT,-0.0350243452612507,1.0330923300623154,0.20790820495669596,4.968982971487308,0.0007709768382844265,0.7328646930831291,11.0,SSE 50,000016.SH
HO2401-P-2700.CFE,DCW,ST,-0.0009287693342751036,0.07924524517688868,0.3812449153234267,0.20785915297955246,0.8405329316341497,0.005371667784311196,10.0,SSE 50,000016.SH
HO2402-C-2025.CFE,PW,ST,0.3959170323476033,0.06353787077072746,0.22366559987667467,0.284075292784233,0.7821478197116384,0.008005275605976192,12.0,SSE 50,000016.SH
HO2402-C-2050.CFE,PW,MT,0.2372676788511448,0.1762027970020526,0.23591674677157476,0.746885498436701,0.4741916481856008,0.058364449242927385,11.0,SSE 50,000016.SH
HO2402-C-2050.CFE,PW,ST,-0.13366186983163644,0.41211909607928887,0.2504473538014457,1.6455318446128053,0.11935941476892425,0.14474062490922446,18.0,SSE 50,000016.SH
HO2402-C-2075.CFE,PW,MT,-0.22790095030737284,-0.570479221198117,0.2727734452691142,-2.0914030712751046,0.06603289691201362,0.32705081968652516,11.0,SSE 50,000016.SH
HO2402-C-2075.CFE,PW,ST,-0.3759545942181926,-0.05220101998367132,0.3867707860315039,-0.1349662949450876,0.8950765016539033,0.001653253206803429,13.0,SSE 50,000016.SH
HO2402-C-2100.CFE,PW,MT,-0.16269307515040576,0.3498173716252685,0.27165053401875017,1.2877477781844633,0.22028600293801226,0.11313010243415844,15.0,SSE 50,000016.SH
HO2402-C-2100.CFE,PW,ST,-0.15474972055295072,-0.4315890210920238,0.2135738115314198,-2.020795611584292,0.05934054257532592,0.19368665774020788,19.0,SSE 50,000016.SH
HO2402-C-2125.CFE,PW,MT,-0.2709468957009822,0.3065133000216633,0.24693027892300962,1.24129491676163,0.23238785018869534,0.08784159914344469,18.0,SSE 50,000016.SH
HO2402-C-2125.CFE,PW,ST,-0.2532297124121203,-0.36517895741117556,0.2615582475556689,-1.3961668608192233,0.184409920538607,0.12221753399772939,16.0,SSE 50,000016.SH
HO2402-C-2150.CFE,ATM,ST,0.0005049707660270066,0.054746166619529024,0.3158612985166899,0.1733234393596855,0.865545456315078,0.0027235632752062866,13.0,SSE 50,000016.SH
HO2402-C-2150.CFE,PW,MT,-0.17070607700914572,0.6540874870040911,0.16922975635826415,3.8650855563448876,0.0010427257504837142,0.4401701988787722,21.0,SSE 50,000016.SH
HO2402-C-2175.CFE,ATM,MT,-0.10952268940775482,-0.2662770769919576,0.3754514624540298,-0.709218377394283,0.49833369826369517,0.05915456386769058,10.0,SSE 50,000016.SH
HO2402-C-2175.CFE,ATM,ST,-0.0740232633957592,0.7200505294354298,0.22609388103709044,3.1847413390073407,0.009740715921027376,0.5035392043822524,12.0,SSE 50,000016.SH
