group,total_groups,fit_success_count,fit_success_rate,valid_margin_count,margin_pass_count,margin_fail_count,margin_zero_count,margin_pass_rate,margin_fail_rate,margin_min,margin_p01,margin_p05,margin_median,margin_mean,margin_p95,margin_max,near_zero_abs_1e-10_count,near_zero_abs_1e-10_rate,rmse_mean,rmse_median,condition_median,condition_p95,high_condition_count,pinv_count
overall,44471,44453,0.9995952418429989,44453,37448,7005,0,0.8424178345668459,0.15758216543315412,-0.26280111150332996,-0.0008700274705343253,-0.0001452860664346542,-8.787251330732778e-07,-5.773561503079407e-05,1.6304910044843778e-07,0.011579386545171766,221,0.004971542977976739,0.0003363024558422085,0.0001306897926471,170286697.9503347,2205005163.4329786,0,0
