target_datetime,ths_underlying_code_option,ths_maturity_date_option,z0,z1,z2,z3,z4,z5,fit_status,fit_error,n_observations,n_unique_strikes,x_min,x_max,condition_number,fit_rmse,used_pinv
2023-01-03 11:20:00,000852.SH,20230317,-0.005666499499482818,1.0,-0.05718214047198923,0.0004025069088340105,0.030199850136959697,-0.00020714767735727837,success,,24,24,-0.19593663714299533,0.25953889153983045,30731962.341939908,0.0001672449856793832,False
2023-01-03 13:10:00,000852.SH,20230317,-0.005716856245071076,1.0,-0.03637280622298976,0.0002975736060922862,0.022809670464109057,-0.00015703447571754813,success,,25,25,-0.20015102358237244,0.2553245051004533,21682606.728154443,0.00022781919747270524,False
2023-01-03 13:50:00,000852.SH,20230317,-0.005740488058073295,1.0,-0.026215887314970095,0.0002786161290466763,0.020043125742548292,-0.00014639108466441703,success,,25,25,-0.20196757075309865,0.2535079579297271,19052696.122122735,0.0002466707389174469,False
2023-01-03 14:30:00,000852.SH,20230317,-0.0065819701208992285,1.0,-0.036814455936079245,0.0003437161443052899,0.02811149348415683,-0.00020029348155820164,success,,25,25,-0.20490661202868063,0.25056891665414527,21465489.787327368,0.0002085715726988714,False
2023-01-04 10:00:00,000016.SH,20230120,-6.017778363063763e-05,1.0,0.0036224274909068634,-6.345566273002775e-06,-0.0031176243693877555,2.5354688779789268e-06,success,,18,18,-0.13063580502480707,0.12425644460398323,2705902901.3475137,0.00032215390110686056,False
2023-01-04 10:40:00,000016.SH,20230120,-4.084256305777382e-05,1.0,-0.0004545998801150458,3.776936460672259e-07,-0.0031955690149864336,2.597388195588585e-06,success,,18,18,-0.13276903703581214,0.12212321259297801,3318578632.311376,0.00041522487000826607,False
2023-01-04 11:20:00,000016.SH,20230120,-5.907183880831816e-05,1.0,0.001014954248750449,-2.2452066444601194e-06,-0.00315892771436907,2.5713722653435067e-06,success,,16,16,-0.13254323628621098,0.12234901334257924,2443619444.0551343,0.0003716660824400391,False
2023-01-04 13:10:00,000016.SH,20230120,-4.163547613004271e-05,1.0,0.0011337333627199167,-2.264138608174838e-06,-0.0034688140099710415,2.9725868353803855e-06,success,,18,18,-0.13074799835777237,0.12414425127101764,1950193268.7267146,0.0007170812476776642,False
2023-01-04 13:50:00,000016.SH,20230120,-9.575760281915646e-05,1.0,0.006507923539525438,-1.0665224513445311e-05,-0.0027867320981330487,2.1063228792392747e-06,success,,18,18,-0.13053561049709364,0.12435663913169646,1756179216.6923914,0.0003654818614902567,False
2023-01-04 14:30:00,000016.SH,20230120,-5.278977449743129e-05,1.0,0.0025662456479346707,-4.539107968420714e-06,-0.003061421748649869,2.415968596044736e-06,success,,18,18,-0.132023175837426,0.12286907379136415,2733748622.4564705,0.0005627168295770295,False
