date,next_date,lambda_10000_delta_5_daily_return,lambda_10000_delta_5_cumulative_return,lambda_12000_delta_5_daily_return,lambda_12000_delta_5_cumulative_return,lambda_14000_delta_5_daily_return,lambda_14000_delta_5_cumulative_return,lambda_16000_delta_5_daily_return,lambda_16000_delta_5_cumulative_return,lambda_18000_delta_5_daily_return,lambda_18000_delta_5_cumulative_return,lambda_20000_delta_5_daily_return,lambda_20000_delta_5_cumulative_return,lambda_10000_delta_3_daily_return,lambda_10000_delta_3_cumulative_return,lambda_10000_delta_4_daily_return,lambda_10000_delta_4_cumulative_return,lambda_10000_delta_5_delta_sweep_daily_return,lambda_10000_delta_5_delta_sweep_cumulative_return,lambda_10000_delta_6_daily_return,lambda_10000_delta_6_cumulative_return,lambda_10000_delta_7_daily_return,lambda_10000_delta_7_cumulative_return,lambda_10000_delta_8_daily_return,lambda_10000_delta_8_cumulative_return,lambda_10000_delta_9_daily_return,lambda_10000_delta_9_cumulative_return
2025-02-10,2025-02-11,0.0114484868548016,0.0847633119135804,0.0114063458740275,0.0840482358520022,0.0113762451734746,0.0831595953606014,0.0113550266104118,0.0822078616516961,0.0113408409418377,0.0812832579325806,0.011329433697297666,0.08023631513948248,0.0114484868548016,0.0847633119135804,0.0114484868548016,0.0847633119135804,0.0114484868548016,0.0847633119135804,0.0114484868548016,0.0847633119135804,0.0114484868548016,0.0847633119135804,0.0114484868548016,0.0847633119135804,0.0114484868548016,0.0847633119135804
2025-02-11,2025-02-12,-0.1434801078206588,-0.0708786450396751,-0.1225227310077893,-0.0487723145487611,-0.1067626511347814,-0.0324813946421734,-0.0948534232198129,-0.0204432586613609,-0.0853753437763264,-0.0110316719329995,-0.0777266328712341,-0.003726816341538708,-0.2000049859341086,-0.1321947590275323,-0.1692030079761361,-0.0987819034043528,-0.1434801078206588,-0.0708786450396751,-0.1236031828182817,-0.0493168860434386,-0.1084706302660584,-0.0329016482191825,-0.0965030158791229,-0.0199196192011057,-0.0870574165449786,-0.0096733795843907
2025-02-12,2025-02-13,0.012174386687317,-0.0595671623849441,0.0116487323704294,-0.0376917178175966,0.0110973117918363,-0.0217445390141151,0.0106927062198575,-0.0099691462005458,0.0103814732169962,-0.0007647237227145,0.010169480428680952,0.006404764301295662,0.0148554349300486,-0.1193031347383105,0.0131940085956689,-0.0868912240912974,0.012174386687317,-0.0595671623849441,0.0114676504630852,-0.0384147843914273,0.010945022562123,-0.0223167349391494,0.0105393242411191,-0.0095902342855066,0.01019010794906,0.000418155582472
2025-02-13,2025-02-14,-0.0031110106817235,-0.0624928589882082,-0.0012343843993774,-0.0388795761485142,8.494857252213067e-05,-0.0216614376091424,0.001070727622316,-0.0089090928184376,0.0018617210811797,0.0010955736561892,0.002490745620564379,0.008911462560494243,-0.009547068854935,-0.1277112083512893,-0.0064941099913703,-0.092821052916134,-0.0031110106817235,-0.0624928589882082,-0.0006779229845171,-0.0390666651106602,0.0010616428295869,-0.0212787845111904,0.0024151745461117,-0.0071982218291324,0.003498578588378,0.0039181971210175
2025-02-14,2025-02-17,0.0011926546374148,-0.061374736748871,0.0014864771698264,-0.037450892581005,0.001720118810574,-0.0199785790448639,0.0019130630060472,-0.0070130734682787,0.002089710323832,0.0031875734116011,0.0022319947325762767,0.011163347630565035,-0.0002021516786415,-0.1278875429947813,0.0007192249521005,-0.092168587181371,0.0011926546374148,-0.061374736748871,0.0015221800054011,-0.0376039516017681,0.0017837614168334,-0.0195329793691652,0.0020138750192814,-0.0051988431289758,0.0021946809440799,0.0061214772576543
2025-02-17,2025-02-18,0.0202638711491261,-0.0423545553570355,0.0180129856439877,-0.0201125093274335,0.0163482677103245,-0.0039569264932367,0.0150041134095823,0.0078858149916358,0.0139386413808443,0.017170645235105,0.013104504868081719,0.02441414264201569,0.0293013713342222,-0.1023334520468705,0.0237677680852514,-0.0705914607009916,0.0202638711491261,-0.0423545553570355,0.0178821514916556,-0.0203942396693401,0.0161987997237462,-0.003650590466228,0.0148876658337834,0.0096114240655811,0.013841441717828,0.0200476490461711
2025-02-18,2025-02-19,-0.0157975570674025,-0.0574830139191208,-0.0136677518543929,-0.03350536839517,-0.0120421438442324,-0.0159514204594565,-0.0108032477970492,-0.0030026252188496,-0.0098746099720645,0.0071264818383751,-0.009193502359634852,0.014996188804393018,-0.0221848034886185,-0.1222480080115173,-0.0182698602380613,-0.0875716248180452,-0.0157975570674025,-0.0574830139191208,-0.0141590996226951,-0.034264575220828,-0.0129520828326238,-0.0165553905487453,-0.0120436094683851,-0.0025479416406848,-0.0113345043361706,0.0084859145449567
2025-02-19,2025-02-20,0.0094067570096029,-0.0486169856536348,0.0092280262554098,-0.0245865305590079,0.0090352785158054,-0.007060267470225,0.0088532086817458,0.0058240005952407,0.0086424324524769,0.0158305044287641,0.008471451322574894,0.023594679610448477,0.010689841256527,-0.1128649785545601,0.0099365880481334,-0.0785051999304343,0.0094067570096029,-0.0486169856536348,0.008994933635826,-0.025577849165173,0.0086720024302152,-0.0080269565056018,0.0084315986811805,0.0058621738191182,0.0082717041060603,0.0168278116252023
2025-02-20,2025-02-21,-0.052486367077967,-0.0985516237763609,-0.0462534113292237,-0.0697027309771274,-0.0431927752258675,-0.0499480901502166,-0.0399245917685291,-0.0343331120195129,-0.0371260392034004,-0.0218832587026681,-0.03478461845330226,-0.012010670770631116,-0.083454124425426,-0.1869000550164209,-0.0638516662951014,-0.1373441783971475,-0.052486367077967,-0.0985516237763609,-0.0467026141634222,-0.0710859109079039,-0.0439742565782953,-0.0516482336389769,-0.0411160557476007,-0.0354949113940313,-0.0388450811610703,-0.0226709472442122
2025-02-21,2025-02-24,0.0185248534380172,-0.0818524247248795,0.0177299240480781,-0.0532086310552173,0.0165632239690026,-0.034212167585196,0.0152207300674141,-0.0196349569825221,0.0141710500962929,-0.0080223173617209,0.013330258993518898,0.0011594828708294536,0.0263188367851762,-0.1655002102743622,0.0213232181079499,-0.1189495801610172,0.0185248534380172,-0.0818524247248795,0.0178325890148934,-0.0545209677269805,0.016680762469913,-0.0358290030863862,0.015418668600707,-0.0206235270691204,0.0143699708815545,-0.0086267572144143
2025-02-24,2025-02-25,0.025063084439552,-0.0588408145177892,0.022778029336999,-0.0316425894773756,0.020937345686758,-0.0139911338778625,0.0195754152085178,-0.0004439042095385,0.0185200558288083,0.0103491647016717,0.017675006518599896,0.01885498325672952,0.0377694424843216,-0.1339816184631412,0.0302249147172315,-0.0923199063598029,0.025063084439552,-0.0588408145177892,0.0224231573835023,-0.0333203425835212,0.0202890873505724,-0.0162668535091172,0.0186960094480836,-0.0023130952779737,0.017447599956457,0.0086703265332441
2025-02-25,2025-02-26,-0.0198812666400662,-0.0775522512351086,-0.0168797234292918,-0.0479881947477027,-0.0147522533946163,-0.0285369865202346,-0.0131592528817076,-0.0135973156434976,-0.0118826879079456,-0.0016564991005317,-0.010859409232324802,0.007790820045151303,-0.0303067785850461,-0.1602278458029589,-0.0245583725543654,-0.1146110522596002,-0.0198812666400662,-0.0775522512351086,-0.0166727587096737,-0.0494375592611763,-0.0143380135171898,-0.0303716326608113,-0.0125586468924609,-0.0148426928236099,-0.0111635109840295,-0.0025899757362743
2025-02-26,2025-02-27,-0.0027698774549825,-0.0801073184578119,-0.0013307503702441,-0.049255084810019,-0.0003269004154718,-0.0288545581829566,0.0004259734263109,-0.0131771343123199,0.0009925365215793,-0.0006656067148077,0.0014490139243439658,0.009251122976222659,-0.0084683163603068,-0.1673393020752758,-0.0050359831707912,-0.1190698561000254,-0.0027698774549825,-0.0801073184578119,-0.001241129035283,-0.0506173299062268,-0.0001345666076336,-0.0305021122608695,0.0007133049623178,-0.0141399752277373,0.0013814469445865,-0.0012121067057553
2025-02-27,2025-02-28,0.1377638626075363,0.0466206505358441,0.1138223159887409,0.0589609033514237,0.0960605078819969,0.0644341661852747,0.0828035147544426,0.0685352674066712,0.0724638879146269,0.071750048749442,0.0642328278881815,0.07407817665430816,0.219681128428119,0.0155805396425727,0.1687449978572639,0.0295826991447749,0.1377638626075363,0.0466206505358441,0.1149067241536417,0.0584731226824861,0.0979344660641173,0.0644451457251518,0.0846713254904252,0.0693340998177536,0.0743375265276098,0.0730353148074611
2025-02-28,2025-03-03,0.0249999574452857,0.0727861222605974,0.0249284606299059,0.0853591685392294,0.0248530861190478,0.0908886401855344,0.0247598032842972,0.0949919904299945,0.0246246313345696,0.098141498582704,0.024516493774787516,0.1004108075858885,0.0249999574452857,0.0409700099158973,0.0249999574452857,0.0553222228097967,0.0249999574452857,0.0727861222605974,0.0249999574452857,0.0849349057065269,0.0249999574452857,0.0910562290711216,0.0249999574452857,0.0960674068079903,0.0249999574452857,0.0998611520149364
2025-03-03,2025-03-04,0.0037636377642348,0.0768237006232843,0.0037085406913949,0.0893842671805356,0.0036740181835066,0.094896584885757,0.0036483180835756,0.0989868695100506,0.0036279036691488,0.1021254501546569,0.003612780915143583,0.10438635075035263,0.0037636377642348,0.0448878439566526,0.0037636377642348,0.0592940733809996,0.0037636377642348,0.0768237006232843,0.0037636377642348,0.0890182076893804,0.0037636377642348,0.0951625694977571,0.0037636377642348,0.1001926074923997,0.0037636377642348,0.1040006309820744
